anime_name,score,play_count,follow_count,release_time,cover_url
Re：创造主,8.5,0.0万,399.7万,全22话,https://i0.hdslb.com/bfs/bangumi/3944fe0b84a5763cde6b0573773b89ba86b4321d.jpg@240w_321h.webp
我的青春恋爱物语果然有问题。续,8.5,0.0万,399.0万,全13话,https://i0.hdslb.com/bfs/bangumi/image/8844c9bea1c5ff2371b47181785084c9650a1402.png@240w_321h.webp
玉子市场,8.5,0.0万,398.8万,全12话,https://i0.hdslb.com/bfs/bangumi/67da3dae76e526a925b78b1d8abe21c870333491.jpg@240w_321h.webp
猫和老鼠在纽约 第一季,8.5,0.0万,398.6万,全7话,https://i0.hdslb.com/bfs/bangumi/image/1a77e90a0efc1b5cbdea64c719a67471d1b69e6e.jpg@240w_321h.webp
猫和老鼠在纽约 第一季 中文配音,8.5,0.0万,397.3万,全7话,https://i0.hdslb.com/bfs/bangumi/image/72bc54b9cfdd9ab354d337fa7ff69cb20467b010.jpg@240w_321h.webp
擅长捉弄的高木同学,8.5,0.0万,394.4万,全12话,https://i0.hdslb.com/bfs/bangumi/image/27cf3257e5072bc389855636f97a801a66eee267.png@240w_321h.webp
JOJO的奇妙冒险 不灭钻石,8.5,0.0万,397.1万,全39话,https://i0.hdslb.com/bfs/bangumi/6a04c87e990ab74cd8d555ef45a863de0993b161.png@240w_321h.webp
魔法少女小圆,8.5,0.0万,394.2万,全12话,https://i0.hdslb.com/bfs/bangumi/image/7fcaa0e98b561611538ae4deba7949cec4ca39a8.png@240w_321h.webp
入间同学入魔了 第三季,8.5,0.0万,391.4万,全21话,https://i0.hdslb.com/bfs/bangumi/image/3c74d1bf9c15c200167a3c0bcdcd11221e3c8a7a.png@240w_321h.webp
约定的梦幻岛,8.5,0.0万,389.7万,全12话,https://i0.hdslb.com/bfs/bangumi/65f89e0a0d050ff987159829fcf565faae199d08.png@240w_321h.webp
Ｄｒ．ＳＴＯＮＥ 石纪元  (第二季),8.5,0.0万,389.4万,全11话,https://i0.hdslb.com/bfs/bangumi/image/1830ac3beeb4436645bee4e5d6ab26fc39267d90.png@240w_321h.webp
轻音少女 第一季,8.5,0.0万,389.3万,全14话,https://i0.hdslb.com/bfs/bangumi/8aa0bfce050c72c6626b63d3093a88527c251026.jpg@240w_321h.webp
魔法禁书目录 第一季,8.5,0.0万,388.4万,全24话,https://i0.hdslb.com/bfs/bangumi/85ecf86a69c6f337ec7762922471eaf63020b26f.jpg@240w_321h.webp
Ｄｒ．ＳＴＯＮＥ 石纪元,8.5,0.0万,388.2万,全24话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
齐木楠雄的灾难 始动篇,8.5,0.0万,387.6万,全6话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
转生成为了只有乙女游戏破灭Flag的邪恶大小姐,8.5,0.0万,387.9万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
文豪野犬 第三季,8.5,0.0万,384.9万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
猫和老鼠 旧版,8.5,0.0万,383.6万,全55话,https://i0.hdslb.com/bfs/bangumi/065926cbda8f464a31293758054620cca15e5589.jpg@240w_321h.webp
平凡职业造就世界最强,8.5,0.0万,382.3万,全14话,https://i0.hdslb.com/bfs/bangumi/ce55ba2772db23fcf816ac7f82afc2f6eb2c26c9.png@240w_321h.webp
珈百璃的堕落,8.5,0.0万,376.2万,全12话,https://i0.hdslb.com/bfs/bangumi/7b9a5a6e6c5ca157a4c18b01093a7bb1701f4606.jpg@240w_321h.webp
会长是女仆大人！,8.5,0.0万,374.0万,全26话,https://i0.hdslb.com/bfs/bangumi/image/2a778c61bcd9321c31f172d48bf100a10386a73b.jpg@240w_321h.webp
元气少女缘结神◎,8.5,0.0万,373.0万,全12话,https://i0.hdslb.com/bfs/bangumi/2b1aa93137e60ffc61d2376b9aba49def796149b.jpg@240w_321h.webp
中二病也要谈恋爱！恋,8.5,0.0万,372.3万,全13话,https://i0.hdslb.com/bfs/bangumi/b69a9fc2ce1c50915b3158c2f6ac51ed64101b23.jpg@240w_321h.webp
动物狂想曲 / BEASTARS 第二季,8.5,0.0万,371.5万,全12话,https://i0.hdslb.com/bfs/bangumi/image/de1dc90a7fb5456a9db09b0e21b1d04e3a1606cb.png@240w_321h.webp
齐木楠雄的灾难,8.5,0.0万,370.3万,全24话,https://i0.hdslb.com/bfs/bangumi/7449bdd3c8067fec587a0cf2a8f7f1f5275b757f.jpg@240w_321h.webp
动物狂想曲 / BEASTARS,8.5,0.0万,369.2万,全12话,https://i0.hdslb.com/bfs/bangumi/9585f07662bfc460d157fa431543aa98f6f3a9be.png@240w_321h.webp
新世纪福音战士新剧场版：终,8.5,0.0万,367.4万,,https://i0.hdslb.com/bfs/bangumi/image/675227f0b33408f64e7875640f8432ad9d929a77.png@240w_321h.webp
测不准的阿波连同学,8.5,0.0万,365.8万,全12话,https://i0.hdslb.com/bfs/bangumi/image/91ec1f4bc4af307dbfbd68c9ba6d838b27adee0f.png@240w_321h.webp
男子高中生的日常,8.5,0.0万,365.1万,全12话,https://i0.hdslb.com/bfs/bangumi/3004faf93cb5a78aa4d2122e25d914ec8640a273.jpg@240w_321h.webp
擅长捉弄的高木同学 剧场版,8.5,0.0万,360.0万,全1话,https://i0.hdslb.com/bfs/bangumi/image/8494b0785550977b99cd8bf94b11bec208baccca.png@240w_321h.webp
测不准的阿波连同学 第二季,8.5,0.0万,364.8万,全12话,https://i0.hdslb.com/bfs/bangumi/image/f56b2c9938b981bc6e029ce4d7b2bb0bd29948c4.png@240w_321h.webp
女高中生的虚度日常,8.5,0.0万,355.0万,全12话,https://i0.hdslb.com/bfs/bangumi/image/4bcc16c200fc2fb67372d65bfdd8960f99874edc.png@240w_321h.webp
Fate/stay night [Unlimited Blade Works] 第二季,8.5,0.0万,354.4万,全13话,https://i0.hdslb.com/bfs/bangumi/b1a70dca34c06545c36d7e5f29155c8c8817e36e.jpg@240w_321h.webp
入间同学入魔了 第二季,8.5,0.0万,353.9万,全21话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
擅长捉弄的高木同学 第三季,8.5,0.0万,353.6万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
宿命回响：命运节拍,8.5,0.0万,349.7万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
黑色四叶草,8.5,0.0万,347.1万,全171话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
理科生坠入情网，故尝试证明。,8.5,0.0万,345.7万,全12话,https://i0.hdslb.com/bfs/bangumi/image/977d915210fda50930ca824bd0711a11dda945ab.png@240w_321h.webp
异世界迷宫黑心企业,8.5,0.0万,345.8万,全12话,https://i0.hdslb.com/bfs/bangumi/image/ab9dba31e9ca45012a44625327b6c1239005fbd4.png@240w_321h.webp
炎炎消防队 叁之章,8.5,0.0万,345.5万,全12话,https://i0.hdslb.com/bfs/bangumi/image/efb0bfbcd060f1b2280bad5f40c8b75db64de442.png@240w_321h.webp
路人超能100 II(灵能百分百 第二季),8.5,0.0万,343.8万,全13话,https://i0.hdslb.com/bfs/bangumi/216e1bdaf88244215a13b1154116805ee9adbe07.png@240w_321h.webp
食戟之灵 餐之皿,8.5,0.0万,343.8万,全24话,https://i0.hdslb.com/bfs/bangumi/image/ba2d5db28415558a577f71b4f845fcea45ea1bac.jpg@240w_321h.webp
言叶之庭,8.5,0.0万,342.8万,全1话,https://i0.hdslb.com/bfs/bangumi/image/5b00c25e00b639194f51ead01c557c9709c3ea6a.jpg@240w_321h.webp
犬夜叉,8.5,0.0万,340.2万,全167话,https://i0.hdslb.com/bfs/bangumi/0c39256b7c701547a0ce7082740dc082a50c9e68.jpg@240w_321h.webp
犬夜叉剧场版 穿越时空的思念,8.5,0.0万,340.2万,全1话,https://i0.hdslb.com/bfs/bangumi/image/b2c4131d8a0e3bb04f7900f10b939b078d2c05ac.png@240w_321h.webp
甘城光辉游乐园,8.5,0.0万,340.0万,全14话,https://i0.hdslb.com/bfs/bangumi/image/d15c7b1a5b6e90abeea78844ff97f9443fc2588c.png@240w_321h.webp
约定的梦幻岛 第二季,8.5,0.0万,339.0万,全12话,https://i0.hdslb.com/bfs/bangumi/image/4e259309f0746011c54d5882e3ab8aabdee3d2ad.png@240w_321h.webp
约会大作战,8.5,0.0万,333.8万,全12话,https://i0.hdslb.com/bfs/bangumi/ad4dc7bf7bef59255536e54fe818985b0e270d14.jpg@240w_321h.webp
在魔王城说晚安,8.5,0.0万,333.7万,全12话,https://i0.hdslb.com/bfs/bangumi/image/43cebed282c8af72960ece8a35826467c2501d77.png@240w_321h.webp
理科生坠入情网，故尝试证明。 第二季,8.5,0.0万,332.3万,全12话,https://i0.hdslb.com/bfs/bangumi/image/68aee547fc85b1eab8be3d5c7e946276e4252b79.png@240w_321h.webp
银魂 最终篇,8.5,0.0万,330.9万,全1话,https://i0.hdslb.com/bfs/bangumi/image/18901faee9a47ddedcc5ad76f61542de72a63704.png@240w_321h.webp
路人超能100 第一次灵能咨询所员工旅游～舒缓心灵的疗愈之旅~（OVA2）,8.5,0.0万,328.9万,全1话,https://i0.hdslb.com/bfs/bangumi/image/1271324d51634b68980704731987724a1afc60aa.jpg@240w_321h.webp
Fate/EXTRA Last Encore,8.5,0.0万,328.9万,全13话,https://i0.hdslb.com/bfs/bangumi/140bacf044bb0c0841bd1f0e4fc682d037f73f88.jpg@240w_321h.webp
文豪野犬 汪！,8.5,0.0万,328.8万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
魔卡少女樱 CLEAR CARD篇,8.5,0.0万,325.8万,全22话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
瓦尼塔斯的手记,8.5,0.0万,324.8万,全24话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
魔法禁书目录 第三季,8.5,0.0万,327.8万,全26话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
蜡笔小新：呼唤传说！跳舞吧！朋友！,8.5,0.0万,324.8万,全1话,https://i0.hdslb.com/bfs/bangumi/image/10c091ed16d66bf71812e4cf96b9709e89447d09.jpg@240w_321h.webp
蜡笔小新：呼风唤雨！我与宇宙公主,8.5,0.0万,324.5万,全1话,https://i0.hdslb.com/bfs/bangumi/image/590d6a0adf0945de91fea610fe03725fce150ccc.jpg@240w_321h.webp
蜡笔小新：呼风唤雨！金矛之勇者,8.5,0.0万,324.4万,全1话,https://i0.hdslb.com/bfs/bangumi/image/f6d5fda2f59226a78c26644db8d9b5710e7f02ed.jpg@240w_321h.webp
蜡笔小新：爆发！温泉激烈大决战,8.5,0.0万,324.3万,全1话,https://i0.hdslb.com/bfs/bangumi/image/1b7d6dc51f35ad95fb517324f930dfefff2c314f.jpg@240w_321h.webp
蜡笔小新：奇异乐园大冒险,8.5,0.0万,324.3万,全1话,https://i0.hdslb.com/bfs/bangumi/image/2859a681dcaf7a7ac2feecdbfc135310465a4618.jpg@240w_321h.webp
蜡笔小新：电击！猪之蹄大作战,8.5,0.0万,324.1万,全1话,https://i0.hdslb.com/bfs/bangumi/image/083111c78e9f3d8cbeccf5c53f4658ace048e5af.jpg@240w_321h.webp
公主连结Re:Dive,8.5,0.0万,323.2万,全13话,https://i0.hdslb.com/bfs/bangumi/image/d8a6884c2f839a5ffe5a0637608eec7910763411.png@240w_321h.webp
迷宫饭,8.5,0.0万,320.5万,全24话,https://i0.hdslb.com/bfs/bangumi/image/8cf02211c3fefa4eccc7307ca4fab404707d0cf7.png@240w_321h.webp
某科学的超电磁炮S,8.5,0.0万,320.3万,全24话,https://i0.hdslb.com/bfs/bangumi/image/090d4aa97754d1d80206e461eb633b28b9deed07.jpg@240w_321h.webp
终结的炽天使 名古屋决战篇,8.5,0.0万,319.6万,全12话,https://i0.hdslb.com/bfs/bangumi/34a46a3d1504d05febaa14d0b5174015649974df.jpg@240w_321h.webp
强风吹拂,8.5,0.0万,319.2万,全23话,https://i0.hdslb.com/bfs/bangumi/fe356b227e0005454ab2c267c9d7de902eebe837.png@240w_321h.webp
全员恶玉,8.5,0.0万,319.1万,全12话,https://i0.hdslb.com/bfs/bangumi/image/8479c74918a18e1d8c21e86099d343d510bddc59.png@240w_321h.webp
剧场版 黑色四叶草 魔法帝之剑,8.5,0.0万,318.6万,全1话,https://i0.hdslb.com/bfs/bangumi/image/6a84059e155f915146f5f00b2f85fd08ace099d7.png@240w_321h.webp
赛马娘 芦毛灰姑娘,8.5,0.0万,318.5万,全23话,https://i0.hdslb.com/bfs/bangumi/image/6ecca5b948c1421da34890b2fc66ee4189b5e3dc.png@240w_321h.webp
Angel Beats!,8.5,0.0万,318.4万,全13话,https://i0.hdslb.com/bfs/bangumi/803ee7dc0e151ea3f634fe49e73d3b3fb93ca433.jpg@240w_321h.webp
工作细胞BLACK,8.5,0.0万,317.8万,全13话,https://i0.hdslb.com/bfs/bangumi/image/cbf16b39569f75717c8af09985baf566cf739299.png@240w_321h.webp
公主连结 与你重逢 第二季,8.5,0.0万,317.4万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
关于前辈很烦人的事,8.5,0.0万,317.8万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
打了300年的史莱姆，不知不觉就练到了满级 第二季,8.5,0.0万,317.0万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
弹丸论破,8.5,0.0万,316.8万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
打了300年的史莱姆，不知不觉就练到了满级,8.5,0.0万,316.4万,全12话,https://i0.hdslb.com/bfs/bangumi/image/8ee46c5dd04d04bd1e5986a3706b1bc8cc7b055e.jpg@240w_321h.webp
入间同学入魔了,8.5,0.0万,315.5万,全23话,https://i0.hdslb.com/bfs/bangumi/image/8ae5fbfcdbe71a4289d5fbcd37b75e1056cdddfd.png@240w_321h.webp
我被逐出队伍后过上慢生活,8.5,0.0万,315.5万,全13话,https://i0.hdslb.com/bfs/bangumi/image/f68df9c93441016bb89e45e2628d44e0b63b1d0c.png@240w_321h.webp
玉子爱情故事,8.5,0.0万,314.4万,全1话,https://i0.hdslb.com/bfs/bangumi/3d781d52aa2b93188836a1725ecdd286f8df136f.jpg@240w_321h.webp
百变小樱,8.5,0.0万,313.5万,全70话,https://i0.hdslb.com/bfs/bangumi/6fda8e95e61db0157008fc293360117d904239e4.jpg@240w_321h.webp
超能力女儿,8.5,0.0万,311.9万,全12话,https://i0.hdslb.com/bfs/bangumi/152c536f8ecaad8f3d7d568d33da81c963a4a722.png@240w_321h.webp
擅长捉弄的高木同学 第二季,8.5,0.0万,310.0万,全12话,https://i0.hdslb.com/bfs/bangumi/4c7324327dd9ae035007c3e9bc40cd2ce08635b1.jpg@240w_321h.webp
ReLIFE,8.5,0.0万,309.6万,全13话,https://i0.hdslb.com/bfs/bangumi/image/5d07b0a76dcbf7766df4bb498edfae15d52cbbc2.png@240w_321h.webp
某科学的一方通行,8.5,0.0万,306.8万,全12话,https://i0.hdslb.com/bfs/bangumi/ade6781efe9cdfd7e40cba2d6e34381287efa634.jpg@240w_321h.webp
极主夫道,8.5,0.0万,305.4万,全10话,https://i0.hdslb.com/bfs/bangumi/image/3297e09905d239b1424423f0273c7f0a6bf8a56b.png@240w_321h.webp
默示录的四骑士,8.5,0.0万,305.3万,全24话,https://i0.hdslb.com/bfs/bangumi/image/0ab9cf3a27e8c5de7d512fd51634d47f546fe2f5.png@240w_321h.webp
声之形,8.5,0.0万,301.9万,,https://i0.hdslb.com/bfs/bangumi/23b1fabb35bbc20b91207edd6a66a8719f8cd297.jpg@240w_321h.webp
默示录的四骑士 第二季,8.5,0.0万,301.7万,全12话,https://i0.hdslb.com/bfs/bangumi/image/7de57f157da43cd64899a945104a92b0fc925e99.png@240w_321h.webp
我女友与青梅竹马的惨烈修罗场,8.5,0.0万,299.3万,全13话,https://i0.hdslb.com/bfs/bangumi/654466a6f0cf9aa9b73b800da152a460bfabbb89.jpg@240w_321h.webp
我被逐出队伍后过上慢生活 第二季,8.5,0.0万,300.9万,全12话,https://i0.hdslb.com/bfs/bangumi/image/16cedc89ce3dc1b10dbaefac42a6fcd42c0d0a62.png@240w_321h.webp
月光下的异世界之旅,8.5,0.0万,297.5万,全12话,https://i0.hdslb.com/bfs/bangumi/image/32dcc1744797502611fe14805328e8cab3e78f29.png@240w_321h.webp
喜欢本大爷的竟然就你一个？,8.5,0.0万,296.5万,全14话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
我独自升级 第二季 -起于暗影-,8.5,0.0万,295.0万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
Fate/Zero 第二季,8.5,0.0万,294.8万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
炎炎消防队,8.5,0.0万,294.6万,全24话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
打工吧！魔王大人 第二季,8.5,0.0万,293.5万,全24话,https://i0.hdslb.com/bfs/bangumi/image/2e626b22ed7185cd1f5a3795c963ead1b3d9d322.png@240w_321h.webp
蜡笔小新 第八季（中文）,8.5,0.0万,293.1万,全84话,https://i0.hdslb.com/bfs/bangumi/image/549116c113858d907cd9ee420c1d97127d2c9edc.jpg@240w_321h.webp
野良神 ARAGOTO,8.5,0.0万,293.3万,全13话,https://i0.hdslb.com/bfs/bangumi/88775e3bd8fa1dc147b5e1686c604162cf06ae8b.jpg@240w_321h.webp
光之诅咒者,8.5,0.0万,293.0万,全1话,https://i0.hdslb.com/bfs/bangumi/image/2c656f9127264f823c32c1fa9af766b31e618409.png@240w_321h.webp
打工吧！魔王大人,8.5,0.0万,292.8万,全13话,https://i0.hdslb.com/bfs/bangumi/15992a6e1d737ae0319ab3788f598c223501d043.jpg@240w_321h.webp
排球少年！！,8.5,0.0万,290.4万,全25话,https://i0.hdslb.com/bfs/bangumi/92d815e4dce3818bb96d8c41ac02dea3da528d04.jpg@240w_321h.webp
蜡笔小新 第七季（中文）,8.5,0.0万,290.1万,全312话,https://i0.hdslb.com/bfs/bangumi/image/7163c73fc8309ba68154ec19c133c9071c94f1d9.jpg@240w_321h.webp
幻界战线,8.5,0.0万,289.7万,全12话,https://i0.hdslb.com/bfs/bangumi/2bdc085a0b514276539fafda97e4043f5ea641bb.jpg@240w_321h.webp
夏目友人帐 第五季,8.5,0.0万,288.9万,全11话,https://i0.hdslb.com/bfs/bangumi/image/ecfa873a788ac7e8ddeee9b08755d3a8e6f46845.jpg@240w_321h.webp
星掠者,8.5,0.0万,288.9万,全24话,https://i0.hdslb.com/bfs/bangumi/image/23523b8986885db62bcc7874e294aa7b5fb767f2.png@240w_321h.webp
名侦探柯南（中配）,8.5,0.0万,288.5万,更新至第1250话,https://i0.hdslb.com/bfs/bangumi/image/38e2a273f528fd01c34f1fc4df0f69c64487efad.png@240w_321h.webp
漆黑的子弹,8.5,0.0万,287.8万,全13话,https://i0.hdslb.com/bfs/bangumi/8f540cf989b02e2db4e7de1e2fdf1ab2886b4e64.jpg@240w_321h.webp
黑执事 绿之魔女篇,8.5,0.0万,287.7万,全13话,https://i0.hdslb.com/bfs/bangumi/image/12928d2e5a4383e02aba9071b59d2b26c6eb633b.png@240w_321h.webp
线上游戏的队友不可能是女生？,8.5,0.0万,287.6万,全12话,https://i0.hdslb.com/bfs/bangumi/image/fcc9bf486424577d517b29624562f71cb1a4ac01.jpg@240w_321h.webp
奇蛋物语 / WONDER EGG PRIORITY,8.5,0.0万,286.3万,全12话,https://i0.hdslb.com/bfs/bangumi/image/eac2af01d95a4ec057f3ede3dae4bbf6d9d4db34.png@240w_321h.webp
这个美术社大有问题！,8.5,0.0万,286.3万,全12话,https://i0.hdslb.com/bfs/bangumi/4d55f8a62a717c954c5bc92fc26e0d2dc9e0592e.jpg@240w_321h.webp
如果能写小说就好了,8.5,0.0万,284.5万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
炎炎消防队 贰之章,8.5,0.0万,282.2万,全24话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
小木乃伊到我家,8.5,0.0万,282.1万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
K,8.5,0.0万,280.7万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
齐木楠雄的灾难 第二季,8.5,0.0万,277.0万,全24话,https://i0.hdslb.com/bfs/bangumi/5e32e992cbb666d42b931a1ab8e3752f9d490b93.jpg@240w_321h.webp
少女终末旅行,8.5,0.0万,275.6万,全12话,https://i0.hdslb.com/bfs/bangumi/1431ca5bb2f7143062e3df8f21b8448cf8cccc13.jpg@240w_321h.webp
宇崎学妹想要玩！,8.5,0.0万,275.4万,全12话,https://i0.hdslb.com/bfs/bangumi/image/9477f8b8f2e9fefa328f8f9e3f6f6cc1e00d5aa9.png@240w_321h.webp
邻座的怪同学,8.5,0.0万,274.0万,全13话,https://i0.hdslb.com/bfs/bangumi/c71ef4b7f85053f2f4ff7ffd8d746c9f7e0b791f.jpg@240w_321h.webp
伪恋,8.5,0.0万,273.4万,全20话,https://i0.hdslb.com/bfs/bangumi/image/60721fa651a41b31101531ff0a3eb8fea8b72dae.jpg@240w_321h.webp
贤者之孙,8.5,0.0万,272.9万,全12话,https://i0.hdslb.com/bfs/bangumi/d1f2baf4ea8217dd89d1aa3e45a75301b345b306.png@240w_321h.webp
怪兽8号 第二季,8.5,0.0万,271.2万,全12话,https://i0.hdslb.com/bfs/bangumi/image/5a13f3082327bf0d92c36b1400433bb3648d9298.png@240w_321h.webp
Fate/Grand Order ‐First Order‐,8.5,0.0万,270.1万,全1话,https://i0.hdslb.com/bfs/bangumi/b75c55d209d156c8631f5ceb21e5c52c834dbb60.jpg@240w_321h.webp
猫和老鼠喜剧秀,8.5,0.0万,270.1万,全15话,https://i0.hdslb.com/bfs/bangumi/image/d716a784aad6c1d5778f82004036520520bed474.jpg@240w_321h.webp
食戟之灵,8.5,0.0万,270.0万,全24话,https://i0.hdslb.com/bfs/bangumi/a48979a3e3196fc33df796132072c0bd171f4918.jpg@240w_321h.webp
黑执事,8.5,0.0万,269.6万,全24话,https://i0.hdslb.com/bfs/bangumi/ffcbbb5536dee729d14413a840556a8a4fbcdd6c.jpg@240w_321h.webp
半妖的夜叉姬 第二季,8.5,0.0万,269.5万,全24话,https://i0.hdslb.com/bfs/bangumi/image/70d5a3d4af6548406416601c08f1115ff5189f56.png@240w_321h.webp
落第骑士英雄谭,8.5,0.0万,269.3万,全12话,https://i0.hdslb.com/bfs/bangumi/22a01c03926869ab31e7b158ffe15e783930da71.jpg@240w_321h.webp
赛马娘 第三季,8.5,0.0万,269.0万,全13话,https://i0.hdslb.com/bfs/bangumi/image/a6d2fbcca2f1956bbe718670d1e7cefb785bf4c3.png@240w_321h.webp
我们的重制人生,8.5,0.0万,268.4万,全12话,https://i0.hdslb.com/bfs/bangumi/image/b3b01c4d5249a5717fa8e6d4b268f9819fa9c23b.jpg@240w_321h.webp
莉可丽丝,8.5,0.0万,268.4万,全13话,https://i0.hdslb.com/bfs/bangumi/image/53e6a08505b5a889feb14d2f5ee8a7f22b961847.png@240w_321h.webp
侦探已死,8.5,0.0万,268.3万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
黑执事 寄宿学校篇,8.5,0.0万,267.5万,全11话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
精灵幻想记,8.5,0.0万,266.9万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
属性咖啡厅,8.5,0.0万,266.8万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
怪物事变,8.5,0.0万,266.3万,全12话,https://i0.hdslb.com/bfs/bangumi/image/3557b7261e17dd4d4a1e5f1f102f0f3cbecd10a0.png@240w_321h.webp
式守同学不只可爱而已,8.5,0.0万,266.8万,全12话,https://i0.hdslb.com/bfs/bangumi/image/9918f6e67c26d6bd1ddad8dab70bcc7af3bfae9b.png@240w_321h.webp
约会大作战 第三季,8.5,0.0万,265.5万,全12话,https://i0.hdslb.com/bfs/bangumi/fd61c0a8680678960446a849f2079e0de09d4290.png@240w_321h.webp
精灵幻想记 第二季,8.5,0.0万,264.7万,全12话,https://i0.hdslb.com/bfs/bangumi/image/e1942e91fe6b228867626e26518f8dab497b137c.png@240w_321h.webp
在地下城寻求邂逅是否搞错了什么 第三季,8.5,0.0万,262.4万,全12话,https://i0.hdslb.com/bfs/bangumi/image/bf8b064feb1384d3ff4436030d7bb270a19c62af.png@240w_321h.webp
我，不是说了能力要平均值么！,8.5,0.0万,261.9万,全12话,https://i0.hdslb.com/bfs/bangumi/9a3ce7ccfb2f20bf1cee49c5859add6f41bdec4c.png@240w_321h.webp
